Order_ID,Date,Month,Quarter,Product_Name,Category,Brand,Unit_Price,Discount_Percent,Selling_Price,Quantity,Revenue,Cost,Profit,Profit_Margin_Pct,City,Region,Sales_Channel,Payment_Method,Return_Flag,Customer_Segment,Festival_Season
ORD-11548,2024-11-16,November,Q4,Smartphones,Mobile,Samsung,67900.0,5,64505.0,3,193515.0,131525.73,61989.27,32.03,Chennai,South,Online,Debit Card,No,Student,True
ORD-11549,2024-07-18,July,Q3,Laptops,Computing,Dell,36100.0,30,25270.0,3,75810.0,67951.47,7858.53,10.37,Chennai,South,Online,Debit Card,No,Enterprise,False
ORD-11550,2024-01-14,January,Q1,Smartphones,Mobile,Samsung,35000.0,0,35000.0,2,70000.0,47068.94,22931.06,32.76,Hyderabad,South,Online,Debit Card,No,Enterprise,False
ORD-11551,2024-01-28,January,Q1,Air Purifiers,Home Tech,Sharp,32100.0,30,22470.0,3,67410.0,65089.89,2320.11,3.44,Chennai,South,Distributor,Cash,No,Small Business,False
ORD-11552,2024-01-26,January,Q1,Smartwatches,Wearables,Samsung,29200.0,10,26280.0,2,52560.0,32316.44,20243.56,38.52,Ahmedabad,West,Retail Store,Debit Card,No,Individual,False
ORD-11553,2024-08-17,August,Q3,Tablets,Mobile,Huawei,48100.0,15,40885.0,2,81770.0,65827.6,15942.4,19.5,Lucknow,North,Online,UPI,No,Student,False
ORD-11554,2024-11-16,November,Q4,Air Purifiers,Home Tech,Sharp,37300.0,5,35435.0,6,212610.0,148398.24,64211.76,30.2,Lucknow,North,Online,EMI,No,Enterprise,True
ORD-11555,2024-02-04,February,Q1,Smart TVs,Entertainment,LG,52500.0,5,49875.0,4,199500.0,119245.84,80254.16,40.23,Bangalore,South,Corporate,Credit Card,No,Small Business,False
ORD-11556,2024-04-13,April,Q2,Smartwatches,Wearables,Noise,6200.0,20,4960.0,1,4960.0,4559.69,400.31,8.07,Ahmedabad,West,Online,EMI,No,Small Business,False
ORD-11557,2024-12-13,December,Q4,Laptops,Computing,Dell,82300.0,0,82300.0,2,164600.0,103033.98,61566.02,37.4,Chennai,South,Distributor,UPI,No,Enterprise,True
ORD-11558,2024-03-08,March,Q1,Air Purifiers,Home Tech,Sharp,24100.0,10,21690.0,3,65070.0,45201.69,19868.31,30.53,Chennai,South,Online,UPI,No,Enterprise,False
ORD-11559,2024-06-06,June,Q2,Headphones,Audio,Apple,1700.0,5,1615.0,1,1615.0,1228.95,386.05,23.9,Pune,West,Online,EMI,No,Individual,False
ORD-11560,2024-02-18,February,Q1,Cameras,Imaging,Sony,48400.0,0,48400.0,2,96800.0,57818.78,38981.22,40.27,Chennai,South,Retail Store,EMI,No,Individual,False
ORD-11561,2024-03-13,March,Q1,Air Purifiers,Home Tech,Sharp,28400.0,5,26980.0,1,26980.0,20818.17,6161.83,22.84,Delhi,North,Online,UPI,No,Student,False
ORD-11562,2024-10-28,October,Q4,Routers,Networking,Netgear,2400.0,5,2280.0,3,6840.0,4335.99,2504.01,36.61,Kolkata,East,Online,Credit Card,No,Student,True
ORD-11563,2024-12-17,December,Q4,Gaming Consoles,Gaming,Microsoft,28200.0,15,23970.0,2,47940.0,40795.06,7144.94,14.9,Chennai,South,Distributor,Credit Card,No,Small Business,True
ORD-11564,2024-10-05,October,Q4,Smartwatches,Wearables,Noise,2800.0,5,2660.0,3,7980.0,5581.68,2398.32,30.05,Ahmedabad,West,Corporate,UPI,No,Student,True
ORD-11565,2024-07-25,July,Q3,Laptops,Computing,Asus,70400.0,0,70400.0,2,140800.0,88778.88,52021.12,36.95,Ahmedabad,West,Online,Credit Card,No,Small Business,False
ORD-11566,2024-01-08,January,Q1,Smartwatches,Wearables,Apple,17900.0,5,17005.0,3,51015.0,30440.94,20574.06,40.33,Bangalore,South,Online,Debit Card,No,Small Business,False
ORD-11567,2024-02-14,February,Q1,Cameras,Imaging,Sony,10100.0,10,9090.0,2,18180.0,13287.86,4892.14,26.91,Ahmedabad,West,Corporate,Debit Card,No,Small Business,False
ORD-11568,2024-02-07,February,Q1,Routers,Networking,Netgear,2000.0,20,1600.0,2,3200.0,2311.0,889.0,27.78,Lucknow,North,Online,Credit Card,No,Individual,False
ORD-11569,2024-10-12,October,Q4,Gaming Consoles,Gaming,Nintendo,47000.0,10,42300.0,2,84600.0,56122.12,28477.88,33.66,Lucknow,North,Retail Store,UPI,No,Individual,True
ORD-11570,2024-03-22,March,Q1,Tablets,Mobile,Samsung,52500.0,30,36750.0,3,110250.0,87693.20999999999,22556.79,20.46,Lucknow,North,Retail Store,UPI,No,Student,False
ORD-11571,2024-11-02,November,Q4,Headphones,Audio,Apple,24200.0,25,18150.0,2,36300.0,27878.28,8421.72,23.2,Lucknow,North,Online,Debit Card,No,Individual,True
ORD-11572,2024-11-27,November,Q4,Laptops,Computing,Lenovo,57900.0,25,43425.0,1,43425.0,38164.12,5260.88,12.11,Ahmedabad,West,Corporate,EMI,No,Student,True
ORD-11573,2024-02-16,February,Q1,Smartwatches,Wearables,Samsung,11700.0,20,9360.0,1,9360.0,7374.87,1985.13,21.21,Kolkata,East,Retail Store,Credit Card,Yes,Small Business,False
ORD-11574,2024-01-14,January,Q1,Gaming Consoles,Gaming,Microsoft,29600.0,30,20720.0,3,62160.0,50225.13,11934.87,19.2,Lucknow,North,Online,Debit Card,Yes,Student,False
ORD-11575,2024-11-08,November,Q4,Routers,Networking,D-Link,6400.0,5,6080.0,1,6080.0,4616.99,1463.01,24.06,Lucknow,North,Corporate,Credit Card,No,Small Business,True
ORD-11576,2024-03-07,March,Q1,Smartwatches,Wearables,Boat,26600.0,15,22610.0,1,22610.0,19919.1,2690.9,11.9,Mumbai,West,Distributor,Credit Card,No,Individual,False
ORD-11577,2024-07-23,July,Q3,Tablets,Mobile,Apple,28400.0,25,21300.0,3,63900.0,51449.34,12450.66,19.48,Mumbai,West,Retail Store,EMI,No,Student,False
ORD-11578,2024-07-14,July,Q3,Gaming Consoles,Gaming,Microsoft,44000.0,20,35200.0,2,70400.0,49074.36,21325.64,30.29,Delhi,North,Online,EMI,No,Enterprise,False
ORD-11579,2024-07-10,July,Q3,Headphones,Audio,JBL,5000.0,20,4000.0,2,8000.0,6286.34,1713.66,21.42,Lucknow,North,Online,UPI,No,Enterprise,False
ORD-11580,2024-04-05,April,Q2,Smart TVs,Entertainment,LG,141500.0,25,106125.0,1,106125.0,94127.31,11997.69,11.31,Hyderabad,South,Distributor,EMI,No,Small Business,False
ORD-11581,2024-10-06,October,Q4,Gaming Consoles,Gaming,Sony,31900.0,5,30305.0,2,60610.0,38416.9,22193.1,36.62,Pune,West,Online,EMI,No,Student,True
ORD-11582,2024-04-01,April,Q2,Smartwatches,Wearables,Noise,8800.0,20,7040.0,1,7040.0,5142.47,1897.53,26.95,Lucknow,North,Online,Debit Card,No,Enterprise,False
ORD-11583,2024-02-22,February,Q1,Smart TVs,Entertainment,Mi,34600.0,25,25950.0,2,51900.0,43474.48,8425.52,16.23,Pune,West,Online,Debit Card,No,Student,False
ORD-11584,2024-10-13,October,Q4,Smartwatches,Wearables,Apple,28000.0,30,19600.0,3,58800.0,54394.5,4405.5,7.49,Hyderabad,South,Distributor,UPI,No,Individual,True
ORD-11585,2024-12-11,December,Q4,Routers,Networking,TP-Link,14000.0,0,14000.0,1,14000.0,10258.87,3741.13,26.72,Lucknow,North,Retail Store,UPI,No,Enterprise,True
ORD-11586,2024-10-24,October,Q4,Smart TVs,Entertainment,Samsung,161800.0,0,161800.0,6,970800.0,696755.34,274044.66,28.23,Chennai,South,Online,UPI,No,Individual,True
ORD-11587,2024-06-16,June,Q2,Smartwatches,Wearables,Samsung,6200.0,25,4650.0,1,4650.0,3625.15,1024.85,22.04,Lucknow,North,Distributor,EMI,No,Individual,False
ORD-11588,2024-05-01,May,Q2,Cameras,Imaging,Fujifilm,128900.0,0,128900.0,1,128900.0,71308.94,57591.06,44.68,Lucknow,North,Online,EMI,No,Individual,False
ORD-11589,2024-05-25,May,Q2,Laptops,Computing,Dell,98800.0,5,93860.0,1,93860.0,63363.07,30496.93,32.49,Lucknow,North,Retail Store,Net Banking,No,Student,False
ORD-11590,2024-10-14,October,Q4,Smartphones,Mobile,Vivo,60700.0,5,57665.0,1,57665.0,42584.26,15080.74,26.15,Mumbai,West,Online,UPI,No,Enterprise,True
ORD-11591,2024-07-24,July,Q3,Tablets,Mobile,Apple,56800.0,20,45440.0,3,136320.0,121294.04999999999,15025.95,11.02,Kolkata,East,Retail Store,Net Banking,No,Student,False
ORD-11592,2024-08-18,August,Q3,Routers,Networking,D-Link,4900.0,30,3430.0,1,3430.0,2859.24,570.76,16.64,Ahmedabad,West,Retail Store,Credit Card,Yes,Enterprise,False
ORD-11593,2024-10-04,October,Q4,Smartwatches,Wearables,Boat,19900.0,10,17910.0,1,17910.0,14115.48,3794.52,21.19,Pune,West,Distributor,EMI,No,Small Business,True
ORD-11594,2024-06-04,June,Q2,Gaming Consoles,Gaming,Sony,53900.0,30,37730.0,1,37730.0,37117.48,612.52,1.62,Pune,West,Online,Cash,No,Individual,False
ORD-11595,2024-01-22,January,Q1,Tablets,Mobile,Lenovo,28600.0,5,27170.0,1,27170.0,19083.82,8086.18,29.76,Chennai,South,Online,UPI,No,Individual,False
ORD-11596,2024-06-15,June,Q2,Smartwatches,Wearables,Apple,10600.0,10,9540.0,3,28620.0,19651.949999999997,8968.05,31.33,Mumbai,West,Retail Store,Debit Card,No,Small Business,False
ORD-11597,2024-12-15,December,Q4,Laptops,Computing,Lenovo,53800.0,30,37660.0,1,37660.0,35183.14,2476.86,6.58,Lucknow,North,Online,Debit Card,Yes,Student,True
ORD-11598,2024-03-14,March,Q1,Air Purifiers,Home Tech,Philips,19800.0,25,14850.0,1,14850.0,14013.76,836.24,5.63,Hyderabad,South,Retail Store,UPI,No,Enterprise,False
ORD-11599,2024-09-20,September,Q3,Tablets,Mobile,Lenovo,24400.0,0,24400.0,1,24400.0,15986.04,8413.96,34.48,Bangalore,South,Retail Store,EMI,No,Small Business,False
ORD-11600,2024-04-07,April,Q2,Laptops,Computing,HP,44000.0,5,41800.0,1,41800.0,31932.24,9867.76,23.61,Mumbai,West,Retail Store,Debit Card,No,Individual,False
ORD-11601,2024-02-16,February,Q1,Routers,Networking,Netgear,6800.0,15,5780.0,1,5780.0,3957.81,1822.19,31.53,Jaipur,North,Retail Store,UPI,No,Student,False
ORD-11602,2024-07-25,July,Q3,Routers,Networking,TP-Link,10300.0,5,9785.0,1,9785.0,7286.06,2498.94,25.54,Pune,West,Retail Store,Credit Card,No,Enterprise,False
ORD-11603,2024-10-14,October,Q4,Headphones,Audio,Sennheiser,3800.0,5,3610.0,1,3610.0,2745.68,864.32,23.94,Mumbai,West,Online,Debit Card,No,Student,True
ORD-11604,2024-07-14,July,Q3,Routers,Networking,Netgear,11200.0,15,9520.0,3,28560.0,18836.82,9723.18,34.04,Bangalore,South,Retail Store,Net Banking,No,Small Business,False
ORD-11605,2024-02-02,February,Q1,Air Purifiers,Home Tech,Philips,11900.0,30,8330.0,1,8330.0,8251.92,78.08,0.94,Chennai,South,Corporate,Debit Card,Yes,Individual,False
ORD-11606,2024-06-15,June,Q2,Tablets,Mobile,Apple,17800.0,20,14240.0,2,28480.0,26056.64,2423.36,8.51,Chennai,South,Retail Store,EMI,Yes,Student,False
ORD-11607,2024-06-16,June,Q2,Gaming Consoles,Gaming,Sony,42400.0,5,40280.0,1,40280.0,28010.6,12269.4,30.46,Bangalore,South,Online,UPI,No,Small Business,False
ORD-11608,2024-10-22,October,Q4,Routers,Networking,Netgear,5500.0,10,4950.0,7,34650.0,23229.22,11420.78,32.96,Delhi,North,Retail Store,Debit Card,No,Student,True
ORD-11609,2024-04-22,April,Q2,Tablets,Mobile,Huawei,24500.0,0,24500.0,1,24500.0,16273.11,8226.89,33.58,Hyderabad,South,Distributor,Debit Card,Yes,Student,False
ORD-11610,2024-11-08,November,Q4,Laptops,Computing,HP,109900.0,20,87920.0,2,175840.0,157151.24,18688.76,10.63,Lucknow,North,Retail Store,UPI,No,Individual,True
ORD-11611,2024-03-23,March,Q1,Smartphones,Mobile,OnePlus,25700.0,20,20560.0,1,20560.0,16543.15,4016.85,19.54,Jaipur,North,Corporate,Debit Card,No,Enterprise,False
ORD-11612,2024-03-11,March,Q1,Gaming Consoles,Gaming,Nintendo,53100.0,20,42480.0,1,42480.0,31785.95,10694.05,25.17,Bangalore,South,Online,Debit Card,Yes,Small Business,False
ORD-11613,2024-07-05,July,Q3,Cameras,Imaging,Canon,85800.0,5,81510.0,4,326040.0,191344.8,134695.2,41.31,Mumbai,West,Online,Debit Card,No,Student,False
ORD-11614,2024-09-22,September,Q3,Routers,Networking,D-Link,5900.0,5,5605.0,1,5605.0,4063.12,1541.88,27.51,Pune,West,Retail Store,Credit Card,No,Student,False
ORD-11615,2024-02-01,February,Q1,Smartphones,Mobile,Apple,9200.0,10,8280.0,2,16560.0,10989.54,5570.46,33.64,Kolkata,East,Retail Store,EMI,No,Enterprise,False
ORD-11616,2024-02-26,February,Q1,Air Purifiers,Home Tech,Dyson,17100.0,30,11970.0,3,35910.0,29887.44,6022.56,16.77,Chennai,South,Distributor,Debit Card,Yes,Individual,False
ORD-11617,2024-01-12,January,Q1,Tablets,Mobile,Apple,49000.0,25,36750.0,1,36750.0,36179.91,570.09,1.55,Pune,West,Retail Store,UPI,No,Enterprise,False
ORD-11618,2024-11-30,November,Q4,Routers,Networking,Netgear,1800.0,30,1260.0,1,1260.0,1060.68,199.32,15.82,Mumbai,West,Retail Store,Net Banking,No,Student,True
ORD-11619,2024-02-17,February,Q1,Gaming Consoles,Gaming,Sony,25100.0,0,25100.0,1,25100.0,16984.12,8115.88,32.33,Bangalore,South,Online,UPI,No,Student,False
ORD-11620,2024-07-28,July,Q3,Air Purifiers,Home Tech,Philips,6900.0,20,5520.0,1,5520.0,4859.5,660.5,11.97,Delhi,North,Online,Credit Card,No,Small Business,False
ORD-11621,2024-01-22,January,Q1,Laptops,Computing,Apple,93600.0,15,79560.0,3,238680.0,162077.01,76602.99,32.09,Pune,West,Retail Store,Cash,No,Small Business,False
ORD-11622,2024-04-11,April,Q2,Gaming Consoles,Gaming,Nintendo,45500.0,0,45500.0,1,45500.0,27696.87,17803.13,39.13,Chennai,South,Retail Store,Credit Card,No,Small Business,False
ORD-11623,2024-08-21,August,Q3,Headphones,Audio,Apple,3000.0,30,2100.0,2,4200.0,4242.0,-42.0,-1.0,Bangalore,South,Online,UPI,No,Student,False
ORD-11624,2024-11-16,November,Q4,Routers,Networking,Netgear,13900.0,30,9730.0,3,29190.0,23007.9,6182.1,21.18,Pune,West,Corporate,UPI,No,Small Business,True
ORD-11625,2024-01-09,January,Q1,Gaming Consoles,Gaming,Sony,44500.0,10,40050.0,1,40050.0,33326.65,6723.35,16.79,Pune,West,Retail Store,EMI,No,Individual,False
ORD-11626,2024-04-19,April,Q2,Gaming Consoles,Gaming,Nintendo,32100.0,30,22470.0,2,44940.0,44228.16,711.84,1.58,Ahmedabad,West,Distributor,EMI,No,Student,False
ORD-11627,2024-03-01,March,Q1,Tablets,Mobile,Lenovo,19500.0,10,17550.0,3,52650.0,38606.43,14043.57,26.67,Jaipur,North,Online,Credit Card,Yes,Small Business,False
ORD-11628,2024-01-14,January,Q1,Headphones,Audio,Sony,22300.0,30,15610.0,1,15610.0,12961.52,2648.48,16.97,Bangalore,South,Corporate,Cash,No,Enterprise,False
ORD-11629,2024-11-10,November,Q4,Tablets,Mobile,Huawei,21500.0,15,18275.0,2,36550.0,26040.2,10509.8,28.75,Bangalore,South,Retail Store,UPI,No,Individual,True
ORD-11630,2024-08-08,August,Q3,Cameras,Imaging,Canon,66600.0,5,63270.0,3,189810.0,114944.25,74865.75,39.44,Hyderabad,South,Retail Store,Cash,No,Enterprise,False
ORD-11631,2024-05-13,May,Q2,Tablets,Mobile,Samsung,21100.0,25,15825.0,1,15825.0,15261.44,563.56,3.56,Mumbai,West,Online,UPI,No,Student,False
ORD-11632,2024-09-11,September,Q3,Gaming Consoles,Gaming,Nintendo,35800.0,15,30430.0,1,30430.0,26084.18,4345.82,14.28,Hyderabad,South,Retail Store,Credit Card,No,Enterprise,False
ORD-11633,2024-07-09,July,Q3,Headphones,Audio,Sennheiser,21200.0,5,20140.0,3,60420.0,38176.29,22243.71,36.82,Delhi,North,Online,EMI,No,Individual,False
ORD-11634,2024-02-26,February,Q1,Smartphones,Mobile,Vivo,12300.0,0,12300.0,2,24600.0,17452.52,7147.48,29.05,Jaipur,North,Online,UPI,No,Student,False
ORD-11635,2024-10-10,October,Q4,Smart TVs,Entertainment,Sony,98100.0,10,88290.0,2,176580.0,137867.56,38712.44,21.92,Delhi,North,Retail Store,Credit Card,No,Individual,True
ORD-11636,2024-09-21,September,Q3,Laptops,Computing,Lenovo,67500.0,5,64125.0,1,64125.0,45127.09,18997.91,29.63,Delhi,North,Corporate,Debit Card,No,Small Business,False
ORD-11637,2024-09-17,September,Q3,Smartphones,Mobile,Xiaomi,40600.0,5,38570.0,1,38570.0,22767.53,15802.47,40.97,Chennai,South,Online,Net Banking,No,Enterprise,False
ORD-11638,2024-07-03,July,Q3,Routers,Networking,Asus,7900.0,5,7505.0,1,7505.0,5610.62,1894.38,25.24,Bangalore,South,Online,UPI,No,Student,False
ORD-11639,2024-04-03,April,Q2,Smartwatches,Wearables,Boat,38900.0,25,29175.0,1,29175.0,24159.49,5015.51,17.19,Kolkata,East,Retail Store,Debit Card,No,Small Business,False
ORD-11640,2024-03-02,March,Q1,Routers,Networking,TP-Link,5700.0,25,4275.0,1,4275.0,4051.16,223.84,5.24,Chennai,South,Retail Store,UPI,No,Student,False
ORD-11641,2024-05-10,May,Q2,Cameras,Imaging,Fujifilm,70000.0,5,66500.0,1,66500.0,39605.07,26894.93,40.44,Lucknow,North,Online,UPI,No,Student,False
ORD-11642,2024-01-10,January,Q1,Smartphones,Mobile,Samsung,78500.0,15,66725.0,3,200175.0,149062.26,51112.74,25.53,Delhi,North,Online,Credit Card,No,Individual,False
ORD-11643,2024-02-29,February,Q1,Smartphones,Mobile,Xiaomi,50400.0,25,37800.0,3,113400.0,97292.91,16107.09,14.2,Hyderabad,South,Online,Debit Card,No,Small Business,False
ORD-11644,2024-10-05,October,Q4,Routers,Networking,TP-Link,12500.0,20,10000.0,2,20000.0,17536.44,2463.56,12.32,Hyderabad,South,Retail Store,Credit Card,No,Individual,True
ORD-11645,2024-06-11,June,Q2,Tablets,Mobile,Samsung,22800.0,20,18240.0,1,18240.0,14828.37,3411.63,18.7,Lucknow,North,Online,EMI,No,Student,False
ORD-11646,2024-11-06,November,Q4,Routers,Networking,D-Link,9900.0,25,7425.0,5,37125.0,27869.65,9255.35,24.93,Ahmedabad,West,Retail Store,Debit Card,No,Student,True
ORD-11647,2024-11-04,November,Q4,Routers,Networking,Asus,2400.0,15,2040.0,1,2040.0,1778.62,261.38,12.81,Bangalore,South,Online,UPI,No,Student,True
ORD-11648,2024-10-19,October,Q4,Headphones,Audio,Boat,6200.0,5,5890.0,3,17670.0,13065.36,4604.64,26.06,Kolkata,East,Online,Debit Card,Yes,Enterprise,True
ORD-11649,2024-10-25,October,Q4,Gaming Consoles,Gaming,Sony,54800.0,15,46580.0,3,139740.0,116954.61000000002,22785.39,16.31,Delhi,North,Retail Store,Cash,No,Student,True
ORD-11650,2024-12-04,December,Q4,Tablets,Mobile,Samsung,20700.0,0,20700.0,5,103500.0,67597.29999999999,35902.7,34.69,Jaipur,North,Distributor,UPI,No,Small Business,True
ORD-11651,2024-12-04,December,Q4,Smartphones,Mobile,OnePlus,14800.0,20,11840.0,2,23680.0,21866.78,1813.22,7.66,Delhi,North,Online,Debit Card,No,Student,True
ORD-11652,2024-03-16,March,Q1,Laptops,Computing,Dell,117700.0,0,117700.0,4,470800.0,327766.88,143033.12,30.38,Jaipur,North,Retail Store,Debit Card,No,Individual,False
ORD-11653,2024-02-06,February,Q1,Routers,Networking,D-Link,13500.0,10,12150.0,3,36450.0,26609.340000000004,9840.66,27.0,Bangalore,South,Distributor,Credit Card,No,Enterprise,False
ORD-11654,2024-09-24,September,Q3,Routers,Networking,Netgear,9000.0,15,7650.0,2,15300.0,13401.06,1898.94,12.41,Pune,West,Retail Store,UPI,No,Individual,False
ORD-11655,2024-05-12,May,Q2,Routers,Networking,TP-Link,6900.0,10,6210.0,2,12420.0,8896.24,3523.76,28.37,Delhi,North,Distributor,UPI,No,Individual,False
ORD-11656,2024-06-02,June,Q2,Gaming Consoles,Gaming,Microsoft,23200.0,25,17400.0,1,17400.0,15859.44,1540.56,8.85,Bangalore,South,Retail Store,Credit Card,No,Enterprise,False
ORD-11657,2024-03-25,March,Q1,Gaming Consoles,Gaming,Nintendo,34800.0,20,27840.0,2,55680.0,40374.08,15305.92,27.49,Kolkata,East,Retail Store,Net Banking,Yes,Student,False
ORD-11658,2024-12-06,December,Q4,Smartphones,Mobile,OnePlus,11100.0,10,9990.0,5,49950.0,33070.65,16879.35,33.79,Delhi,North,Online,EMI,No,Student,True
ORD-11659,2024-02-27,February,Q1,Smartwatches,Wearables,Noise,3400.0,20,2720.0,4,10880.0,9227.12,1652.88,15.19,Bangalore,South,Retail Store,Debit Card,No,Small Business,False
ORD-11660,2024-06-19,June,Q2,Cameras,Imaging,Sony,23200.0,15,19720.0,1,19720.0,15456.0,4264.0,21.62,Kolkata,East,Online,Debit Card,No,Student,False
ORD-11661,2024-12-25,December,Q4,Headphones,Audio,Apple,9700.0,20,7760.0,1,7760.0,5817.39,1942.61,25.03,Hyderabad,South,Corporate,Credit Card,No,Enterprise,True
ORD-11662,2024-03-18,March,Q1,Laptops,Computing,Asus,26100.0,20,20880.0,1,20880.0,16119.45,4760.55,22.8,Kolkata,East,Online,Net Banking,No,Small Business,False
ORD-11663,2024-11-18,November,Q4,Cameras,Imaging,Sony,85100.0,5,80845.0,3,242535.0,140432.52,102102.48,42.1,Lucknow,North,Corporate,EMI,No,Student,True
ORD-11664,2024-09-29,September,Q3,Routers,Networking,Netgear,9600.0,15,8160.0,1,8160.0,5543.92,2616.08,32.06,Hyderabad,South,Online,UPI,Yes,Student,False
ORD-11665,2024-11-04,November,Q4,Gaming Consoles,Gaming,Sony,34900.0,20,27920.0,7,195440.0,175066.36,20373.64,10.42,Delhi,North,Online,UPI,No,Small Business,True
ORD-11666,2024-07-02,July,Q3,Gaming Consoles,Gaming,Nintendo,48500.0,30,33950.0,1,33950.0,35144.39,-1194.39,-3.52,Kolkata,East,Online,UPI,No,Individual,False
ORD-11667,2024-06-23,June,Q2,Tablets,Mobile,Apple,12200.0,10,10980.0,1,10980.0,7493.77,3486.23,31.75,Jaipur,North,Online,Credit Card,No,Individual,False
ORD-11668,2024-03-25,March,Q1,Smartwatches,Wearables,Garmin,34100.0,15,28985.0,3,86955.0,59224.44,27730.56,31.89,Delhi,North,Retail Store,Credit Card,No,Small Business,False
ORD-11669,2024-12-22,December,Q4,Headphones,Audio,JBL,1200.0,20,960.0,3,2880.0,2279.79,600.21,20.84,Delhi,North,Retail Store,Debit Card,No,Individual,True
ORD-11670,2024-09-21,September,Q3,Tablets,Mobile,Lenovo,39700.0,20,31760.0,1,31760.0,27813.88,3946.12,12.42,Mumbai,West,Retail Store,Net Banking,No,Student,False
ORD-11671,2024-08-24,August,Q3,Routers,Networking,Netgear,2400.0,0,2400.0,2,4800.0,3065.14,1734.86,36.14,Kolkata,East,Retail Store,Net Banking,No,Enterprise,False
ORD-11672,2024-11-14,November,Q4,Tablets,Mobile,Huawei,41300.0,10,37170.0,1,37170.0,27224.26,9945.74,26.76,Lucknow,North,Retail Store,Debit Card,No,Student,True
ORD-11673,2024-12-22,December,Q4,Gaming Consoles,Gaming,Nintendo,35400.0,20,28320.0,3,84960.0,66505.89,18454.11,21.72,Hyderabad,South,Retail Store,EMI,No,Enterprise,True
ORD-11674,2024-06-09,June,Q2,Smartphones,Mobile,Samsung,16900.0,5,16055.0,1,16055.0,11736.65,4318.35,26.9,Bangalore,South,Online,Debit Card,No,Enterprise,False
ORD-11675,2024-05-06,May,Q2,Cameras,Imaging,Canon,57900.0,0,57900.0,2,115800.0,74678.98,41121.02,35.51,Kolkata,East,Retail Store,UPI,No,Student,False
ORD-11676,2024-04-16,April,Q2,Cameras,Imaging,Sony,43300.0,25,32475.0,5,162375.0,147116.9,15258.1,9.4,Delhi,North,Retail Store,UPI,No,Individual,False
ORD-11677,2024-07-13,July,Q3,Air Purifiers,Home Tech,Dyson,6700.0,20,5360.0,1,5360.0,4564.13,795.87,14.85,Lucknow,North,Online,UPI,No,Enterprise,False
ORD-11678,2024-04-01,April,Q2,Smartphones,Mobile,OnePlus,74300.0,15,63155.0,1,63155.0,51005.59,12149.41,19.24,Hyderabad,South,Distributor,Debit Card,No,Student,False
ORD-11679,2024-08-08,August,Q3,Air Purifiers,Home Tech,Sharp,6800.0,30,4760.0,2,9520.0,8665.38,854.62,8.98,Bangalore,South,Online,EMI,No,Student,False
ORD-11680,2024-07-05,July,Q3,Air Purifiers,Home Tech,Sharp,16900.0,0,16900.0,1,16900.0,11225.69,5674.31,33.58,Hyderabad,South,Distributor,Net Banking,No,Individual,False
ORD-11681,2024-08-05,August,Q3,Tablets,Mobile,Apple,52900.0,10,47610.0,5,238050.0,159127.90000000002,78922.1,33.15,Kolkata,East,Distributor,EMI,No,Small Business,False
ORD-11682,2024-08-02,August,Q3,Smartwatches,Wearables,Garmin,3900.0,15,3315.0,1,3315.0,2638.45,676.55,20.41,Lucknow,North,Retail Store,UPI,No,Student,False
ORD-11683,2024-03-23,March,Q1,Tablets,Mobile,Samsung,18700.0,10,16830.0,3,50490.0,32886.3,17603.7,34.87,Ahmedabad,West,Retail Store,EMI,No,Student,False
ORD-11684,2024-06-08,June,Q2,Cameras,Imaging,Nikon,116500.0,20,93200.0,1,93200.0,65643.84,27556.16,29.57,Mumbai,West,Online,UPI,No,Individual,False
ORD-11685,2024-02-17,February,Q1,Smartwatches,Wearables,Boat,37000.0,10,33300.0,2,66600.0,48594.46,18005.54,27.04,Jaipur,North,Retail Store,Net Banking,No,Individual,False
ORD-11686,2024-02-25,February,Q1,Air Purifiers,Home Tech,Sharp,21800.0,15,18530.0,1,18530.0,16313.54,2216.46,11.96,Bangalore,South,Online,UPI,No,Enterprise,False
ORD-11687,2024-08-15,August,Q3,Smartphones,Mobile,OnePlus,40100.0,25,30075.0,2,60150.0,50663.12,9486.88,15.77,Hyderabad,South,Distributor,Debit Card,No,Small Business,False
ORD-11688,2024-02-26,February,Q1,Tablets,Mobile,Samsung,20200.0,10,18180.0,2,36360.0,24068.76,12291.24,33.8,Ahmedabad,West,Online,Credit Card,No,Student,False
ORD-11689,2024-09-29,September,Q3,Smartphones,Mobile,Xiaomi,47900.0,30,33530.0,4,134120.0,129734.6,4385.4,3.27,Pune,West,Corporate,Cash,No,Small Business,False
ORD-11690,2024-03-04,March,Q1,Routers,Networking,Netgear,8000.0,10,7200.0,1,7200.0,4979.25,2220.75,30.84,Hyderabad,South,Online,Debit Card,No,Enterprise,False
ORD-11691,2024-11-30,November,Q4,Smartwatches,Wearables,Garmin,29900.0,10,26910.0,3,80730.0,62606.43000000001,18123.57,22.45,Chennai,South,Distributor,UPI,No,Small Business,True
ORD-11692,2024-03-19,March,Q1,Air Purifiers,Home Tech,Xiaomi,31900.0,20,25520.0,3,76560.0,67283.79000000001,9276.21,12.12,Ahmedabad,West,Retail Store,Debit Card,No,Individual,False
ORD-11693,2024-08-18,August,Q3,Air Purifiers,Home Tech,Sharp,31700.0,5,30115.0,3,90345.0,64943.759999999995,25401.24,28.12,Bangalore,South,Retail Store,UPI,No,Student,False
